BOR;AN;FI;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2014;330057449;330000266;1140X;;;;14;12;492;;;;;
DIALYSE;2014;330780446;330000258;112AX;;;;1;1;4;;;;;
DIALYSE;2014;330780446;330000258;112BA;;;;32;161;24774;;;;;
DIALYSE;2014;330780446;330000258;121AA;;;;;4;;;;203;;
DIALYSE;2014;330780446;330000258;121CA;;;;2;4;;;;84;;
DIALYSE;2014;330780446;330000258;AUTRE;;;;;95;14183;;;;;
DIALYSE;2014;330780446;330000258;TOT;0;;;;;;971;1;;63;5
DIALYSE;2014;330780453;330000308;112BA;;;;30;130;20557;;;;;
DIALYSE;2014;330780453;330000308;TOT;0;;;;;;0;2;;;0
DIALYSE;2014;330780461;330000266;1150A;;;;4;4;1045;;;;;
DIALYSE;2014;330780461;330000266;121AA;;;;;11;;;;352;;
DIALYSE;2014;330780461;330000266;121CA;;;;17;17;;;;999;;
DIALYSE;2014;330780461;330000266;TOT;0;;;;;;;;;;
DIALYSE;2014;330781360;330781196;112AX;;;;;;1;;;;;
DIALYSE;2014;330781360;330781196;112BA;;;;34;271;14099;;;;;
DIALYSE;2014;330781360;330781196;112BE;;;;;;177;;;;;
DIALYSE;2014;330781360;330781196;1130X;;;;6;34;1658;;;;;
DIALYSE;2014;330781360;330781196;121AA;;;;;1;;;;99;;
DIALYSE;2014;330781360;330781196;121CA;;;;3;3;;;;201;;
DIALYSE;2014;330781360;330781196;122AX;;;;;4;;;;300;;
DIALYSE;2014;330781360;330781196;TOT;0;;;;;;3433;;;127;
DIALYSE;2014;330783374;330000274;112AX;;;;1;0;47;;;;;
DIALYSE;2014;330783374;330000274;112BA;;;;30;149;22300;;;;;
DIALYSE;2014;330783374;330000274;1130X;;;;10;7;1066;;;;;
DIALYSE;2014;330783374;330000274;121AA;;;;;0;;;;204;;
DIALYSE;2014;330783374;330000274;121CA;;;;3;1;;;;91;;
DIALYSE;2014;330783374;330000274;122AX;;;;1;0;;;;1;;
DIALYSE;2014;330783374;330000274;TOT;0;;;;;;0;;;91;
DIALYSE;2014;330795295;330007386;1140X;;;;10;28;4614;;;;;
DIALYSE;2014;330795303;330007386;1140X;;;;8;13;1608;;;;;
DIALYSE;2014;330795303;330007386;1150A;;;;1;1;157;;;;;
DIALYSE;2014;330795303;330007386;VACAN;;;;1;1;;;;;;
DIALYSE;2014;330802364;330007386;1140X;;;;9;24;3579;;;;;
DIALYSE;2014;340009539;340009489;112AX;;;;2;8;1246;;;;;
DIALYSE;2014;340009539;340009489;112BA;;;;10;65;8743;;;;;
DIALYSE;2014;340009539;340009489;TOT;0;;;;;;0;1;;;0
DIALYSE;2014;340013119;340000264;1140X;;;;28;42;6484;;;;;
DIALYSE;2014;340013119;340000264;TOT;0;;;;;;;1;;;
DIALYSE;2014;340013168;340000264;112AX;;;;29;59;6728;;;;;
DIALYSE;2014;340013168;340000264;1130X;;;;29;105;15494;;;;;
DIALYSE;2014;340013168;340000264;122AX;;;;2;0;;;;265;;
DIALYSE;2014;340013168;340000264;TOT;1;1;;;;;0;;;;
DIALYSE;2014;340013218;340000264;1130X;;;;7;12;1623;;;;;
DIALYSE;2014;340013218;340000264;1140X;;;;3;5;916;;;;;
DIALYSE;2014;340013218;340000264;TOT;1;1;;;;;0;1;;;
DIALYSE;2014;340013259;340000264;1140X;;;;8;6;828;;;;;
DIALYSE;2014;340013259;340000264;TOT;0;;;;;;;1;;;
DIALYSE;2014;340013309;340000264;1140X;;;;9;15;2538;;;;;
DIALYSE;2014;340013309;340000264;TOT;0;;;;;;;1;;;
DIALYSE;2014;340013358;340000264;1140X;;;;9;6;1078;;;;;
DIALYSE;2014;340013358;340000264;TOT;0;;;;;;;1;;;
DIALYSE;2014;340013408;340000264;1140X;;;;7;5;798;;;;;
DIALYSE;2014;340013408;340000264;TOT;0;;;;;;;1;;;
DIALYSE;2014;340013499;340000264;1140X;;;;16;15;2750;;;;;
DIALYSE;2014;340013499;340000264;TOT;0;;;;;;;1;;;
DIALYSE;2014;340015999;340000413;112BA;;;;32;141;21546;;;;;
DIALYSE;2014;340015999;340000413;1130X;;;;34;69;10282;;;;;
DIALYSE;2014;340015999;340000413;TOT;0;;;;;;;2;;66;
DIALYSE;2014;340016005;340000413;1140X;;;;11;15;2473;;;;;
DIALYSE;2014;340016005;340000413;TOT;0;;;;;;;;;4;
DIALYSE;2014;340017086;340000413;112AX;;;;2;1;214;;;;;
DIALYSE;2014;340017086;340000413;TOT;0;;;;;;;;;5;
DIALYSE;2014;340017292;340009489;1140X;;;;13;31;5023;;;;;
DIALYSE;2014;340017490;340000413;1130X;;;;12;20;2945;;;;;
DIALYSE;2014;340017490;340000413;TOT;0;;;;;;;;;4;
DIALYSE;2014;340019603;340019587;112BA;;;;14;45;6363;;;;;
DIALYSE;2014;340019603;340019587;TOT;0;;;;;;0;;;;
DIALYSE;2014;340020221;340000264;1150A;;;;46;45;8848;;;;;
